,gene_ids,feature_types,genome,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
LYRM1,ENSG00000102897,Gene Expression,GRCh38,False,False,False,856,0.2001202,0.18242171,82.8525641025641,999.0,6.9077554
DNAH3,ENSG00000158486,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC008551.1,ENSG00000263331,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
TMEM159,ENSG00000011638,Gene Expression,GRCh38,False,False,False,1058,0.26021636,0.23128341,78.80608974358975,1299.0,7.17012
AF001550.1,ENSG00000262983,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ZP2,ENSG00000103310,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ANKS4B,ENSG00000175311,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
CRYM,ENSG00000103316,Gene Expression,GRCh38,False,False,False,104,0.021233974,0.021011675,97.91666666666666,106.0,4.6728287
NPIPB3,ENSG00000169246,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
AC005632.6,ENSG00000287809,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
AC005632.5,ENSG00000273956,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
METTL9,ENSG00000197006,Gene Expression,GRCh38,False,False,False,1989,0.5859375,0.4611757,60.15625,2925.0,7.9813914
AC005632.3,ENSG00000261596,Gene Expression,GRCh38,False,False,False,30,0.006209936,0.006190734,99.39903846153845,31.0,3.465736
IGSF6,ENSG00000140749,Gene Expression,GRCh38,False,False,False,582,0.14182693,0.13262954,88.34134615384616,708.0,6.5638556
OTOA,ENSG00000155719,Gene Expression,GRCh38,False,False,False,355,0.08092949,0.07782131,92.8886217948718,404.0,6.003887
AC092375.2,ENSG00000260306,Gene Expression,GRCh38,False,False,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876
NPIPB4,ENSG00000185864,Gene Expression,GRCh38,False,False,False,298,0.0625,0.06062462,94.03044871794873,312.0,5.7462034
AC092119.2,ENSG00000274460,Gene Expression,GRCh38,False,False,False,98,0.01983173,0.019637642,98.03685897435898,99.0,4.6051702
UQCRC2,ENSG00000140740,Gene Expression,GRCh38,False,False,False,2957,1.1684695,0.7740216,40.765224358974365,5833.0,8.671458
PDZD9,ENSG00000155714,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC092119.3,ENSG00000275445,Gene Expression,GRCh38,False,False,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942
MOSMO,ENSG00000185716,Gene Expression,GRCh38,False,False,False,459,0.09775641,0.09326847,90.80528846153845,488.0,6.1923623
AC009019.1,ENSG00000260277,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
VWA3A,ENSG00000175267,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
SDR42E2,ENSG00000183921,Gene Expression,GRCh38,False,False,False,21,0.004206731,0.0041979076,99.57932692307693,21.0,3.0910425
AC009019.2,ENSG00000287739,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
EEF2K,ENSG00000103319,Gene Expression,GRCh38,False,False,False,705,0.15865384,0.14725885,85.87740384615384,792.0,6.675823
AC009034.1,ENSG00000261113,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
POLR3E,ENSG00000058600,Gene Expression,GRCh38,False,False,False,1293,0.33814102,0.29128134,74.0985576923077,1688.0,7.431892
AC092338.3,ENSG00000286808,Gene Expression,GRCh38,False,False,False,29,0.005809295,0.005792486,99.41907051282051,29.0,3.4011974
CDR2,ENSG00000140743,Gene Expression,GRCh38,False,False,False,570,0.13080929,0.12293357,88.58173076923077,653.0,6.4831076
AC092338.1,ENSG00000260635,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC092338.2,ENSG00000260790,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPB5,ENSG00000243716,Gene Expression,GRCh38,False,False,False,67,0.013421474,0.013332204,98.65785256410257,67.0,4.2195077
AC009021.2,ENSG00000260973,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009021.1,ENSG00000260905,Gene Expression,GRCh38,False,False,False,25,0.0052083335,0.005194817,99.49919871794873,26.0,3.295837
AC130466.1,ENSG00000283213,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HS3ST2,ENSG00000122254,Gene Expression,GRCh38,False,False,False,106,0.022836538,0.022579687,97.87660256410257,114.0,4.744932
AC127459.2,ENSG00000261090,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC127459.1,ENSG00000260566,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
USP31,ENSG00000103404,Gene Expression,GRCh38,False,False,False,332,0.07271635,0.07019407,93.34935897435898,363.0,5.897154
AC099482.2,ENSG00000285613,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SCNN1G,ENSG00000166828,Gene Expression,GRCh38,False,False,False,431,0.09655449,0.09217298,91.3661858974359,482.0,6.1800165
AC099482.1,ENSG00000260741,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SCNN1B,ENSG00000168447,Gene Expression,GRCh38,False,False,False,633,0.14282852,0.13350636,87.31971153846155,713.0,6.570883
COG7,ENSG00000168434,Gene Expression,GRCh38,False,False,False,981,0.24138622,0.21622868,80.3485576923077,1205.0,7.095064
AC008915.1,ENSG00000259782,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC008915.2,ENSG00000260136,Gene Expression,GRCh38,False,False,False,377,0.08173077,0.07856232,92.44791666666666,408.0,6.0137153
GGA2,ENSG00000103365,Gene Expression,GRCh38,False,False,False,1754,0.49238783,0.40037742,64.86378205128204,2458.0,7.80751
EARS2,ENSG00000103356,Gene Expression,GRCh38,False,False,False,781,0.17748398,0.16337994,84.35496794871796,886.0,6.787845
UBFD1,ENSG00000103353,Gene Expression,GRCh38,False,False,False,1466,0.38541666,0.32600093,70.63301282051282,1924.0,7.562681
AC008870.2,ENSG00000260751,Gene Expression,GRCh38,False,False,False,27,0.005408654,0.0053940797,99.45913461538461,27.0,3.3322046
NDUFAB1,ENSG00000004779,Gene Expression,GRCh38,False,False,False,3558,2.05008,1.1151679,28.72596153846154,10234.0,9.233568
PALB2,ENSG00000083093,Gene Expression,GRCh38,False,False,False,260,0.05428686,0.052864578,94.79166666666666,271.0,5.605802
AC008870.4,ENSG00000261723,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
DCTN5,ENSG00000166847,Gene Expression,GRCh38,False,False,False,1781,0.4851763,0.39553347,64.32291666666667,2422.0,7.792762
AC008870.1,ENSG00000260482,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PLK1,ENSG00000166851,Gene Expression,GRCh38,False,False,False,1118,0.2940705,0.25779268,77.60416666666666,1468.0,7.292337
AC008870.3,ENSG00000261266,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ERN2,ENSG00000134398,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC012317.1,ENSG00000261583,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CHP2,ENSG00000166869,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRKCB,ENSG00000166501,Gene Expression,GRCh38,False,False,False,282,0.064703524,0.06269638,94.35096153846155,323.0,5.7807436
LINC2194,ENSG00000260264,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
CACNG3,ENSG00000006116,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC008938.1,ENSG00000260072,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
RBBP6,ENSG00000122257,Gene Expression,GRCh38,False,False,False,1540,0.40264422,0.33835918,69.15064102564102,2010.0,7.6063876
TNRC6A,ENSG00000090905,Gene Expression,GRCh38,False,False,False,1753,0.47896636,0.39134344,64.8838141025641,2391.0,7.7798853
LINC01567,ENSG00000224310,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC008731.1,ENSG00000261669,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC5A11,ENSG00000158865,Gene Expression,GRCh38,False,False,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574
ARHGAP17,ENSG00000140750,Gene Expression,GRCh38,False,False,False,1550,0.42227563,0.35225815,68.95032051282051,2108.0,7.6539693
LINC02175,ENSG00000262155,Gene Expression,GRCh38,False,False,False,186,0.038060896,0.03735445,96.27403846153845,190.0,5.2522736
LCMT1-AS1,ENSG00000260448,Gene Expression,GRCh38,False,False,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493
AC133552.5,ENSG00000275494,Gene Expression,GRCh38,False,False,False,889,0.21494392,0.19469792,82.19150641025641,1073.0,6.979145
LCMT1,ENSG00000205629,Gene Expression,GRCh38,False,False,False,2843,1.1446314,0.7629677,43.048878205128204,5714.0,8.650849
LCMT1-AS2,ENSG00000260034,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AQP8,ENSG00000103375,Gene Expression,GRCh38,False,False,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942
ZKSCAN2,ENSG00000155592,Gene Expression,GRCh38,False,False,False,429,0.09294872,0.088879295,91.40625,464.0,6.1420374
AC008741.1,ENSG00000259955,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ZKSCAN2-DT,ENSG00000274925,Gene Expression,GRCh38,False,False,False,271,0.057692308,0.05608947,94.5713141025641,288.0,5.6664267
LINC02191,ENSG00000261636,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HS3ST4,ENSG00000182601,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093516.1,ENSG00000285882,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009158.1,ENSG00000231876,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC002331.1,ENSG00000286712,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02195,ENSG00000236481,Gene Expression,GRCh38,False,False,False,39,0.008012821,0.007980889,99.21875,40.0,3.713572
AC009035.1,ENSG00000260580,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
C16orf82,ENSG00000234186,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC092725.1,ENSG00000261482,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02129,ENSG00000261045,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
KDM8,ENSG00000155666,Gene Expression,GRCh38,False,False,False,162,0.034054488,0.033487473,96.7548076923077,170.0,5.1416636
AC109449.1,ENSG00000259940,Gene Expression,GRCh38,False,False,False,43,0.008814103,0.008775486,99.1386217948718,44.0,3.8066626
NSMCE1,ENSG00000169189,Gene Expression,GRCh38,False,False,False,2918,1.1404247,0.76100427,41.546474358974365,5693.0,8.647168
NSMCE1-DT,ENSG00000245888,Gene Expression,GRCh38,False,False,False,72,0.014623397,0.014517507,98.5576923076923,73.0,4.304065
AC106739.1,ENSG00000274092,Gene Expression,GRCh38,False,False,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574
IL4R,ENSG00000077238,Gene Expression,GRCh38,False,False,False,1040,0.24679486,0.22057615,79.16666666666666,1232.0,7.1172056
IL21R,ENSG00000103522,Gene Expression,GRCh38,False,False,False,300,0.06570513,0.063636675,93.99038461538461,328.0,5.7960577
IL21R-AS1,ENSG00000259954,Gene Expression,GRCh38,False,False,False,42,0.008814103,0.008775486,99.15865384615384,44.0,3.8066626
GTF3C1,ENSG00000077235,Gene Expression,GRCh38,False,False,False,2843,1.0564904,0.72100085,43.048878205128204,5274.0,8.570734
KIAA0556,ENSG00000047578,Gene Expression,GRCh38,False,False,False,937,0.22055289,0.19930394,81.22996794871796,1101.0,7.004882
AC002551.1,ENSG00000261736,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC016597.1,ENSG00000261329,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC016597.2,ENSG00000273553,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GSG1L,ENSG00000169181,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
XPO6,ENSG00000169180,Gene Expression,GRCh38,False,False,False,2472,0.8213141,0.5995583,50.480769230769226,4100.0,8.318986
AC138904.3,ENSG00000283662,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
SBK1,ENSG00000188322,Gene Expression,GRCh38,False,False,False,419,0.091546476,0.08759548,91.60657051282051,457.0,6.126869
AC138904.1,ENSG00000246465,Gene Expression,GRCh38,False,False,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942
NPIPB6,ENSG00000198156,Gene Expression,GRCh38,False,False,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718
EIF3CL,ENSG00000205609,Gene Expression,GRCh38,False,False,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503
AC138894.2,ENSG00000270118,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NPIPB7,ENSG00000233232,Gene Expression,GRCh38,False,False,False,65,0.013221154,0.013134518,98.69791666666666,66.0,4.204693
CLN3,ENSG00000188603,Gene Expression,GRCh38,False,False,False,3383,1.5588943,0.93957525,32.23157051282052,7782.0,8.959697
APOBR,ENSG00000184730,Gene Expression,GRCh38,False,False,False,1021,0.24479167,0.21896818,79.54727564102564,1222.0,7.109062
IL27,ENSG00000197272,Gene Expression,GRCh38,False,False,False,61,0.012219551,0.012145495,98.77804487179486,61.0,4.1271343
NUPR1,ENSG00000176046,Gene Expression,GRCh38,False,False,False,4907,18.667467,2.9789658,1.7027243589743613,93188.0,11.442385
AC020765.2,ENSG00000275441,Gene Expression,GRCh38,False,False,False,275,0.057091348,0.055521127,94.4911858974359,285.0,5.655992
SGF29,ENSG00000176476,Gene Expression,GRCh38,False,False,False,1021,0.24258815,0.21719642,79.54727564102564,1211.0,7.100027
SULT1A2,ENSG00000197165,Gene Expression,GRCh38,False,False,False,359,0.08273237,0.07948782,92.80849358974359,413.0,6.025866
SULT1A1,ENSG00000196502,Gene Expression,GRCh38,False,False,False,1167,0.29286858,0.25686345,76.62259615384616,1462.0,7.2882442
NPIPB8,ENSG00000255524,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
EIF3C,ENSG00000184110,Gene Expression,GRCh38,False,False,False,41,0.008213141,0.008179597,99.1786858974359,41.0,3.7376697
NPIPB9,ENSG00000196993,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
AC145285.2,ENSG00000251417,Gene Expression,GRCh38,False,False,False,21,0.0044070515,0.004397369,99.57932692307693,22.0,3.1354942
AC145285.3,ENSG00000260796,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC145285.6,ENSG00000275807,Gene Expression,GRCh38,False,False,False,242,0.051282052,0.05001042,95.15224358974359,256.0,5.549076
ATXN2L,ENSG00000168488,Gene Expression,GRCh38,False,False,False,2473,0.8078926,0.5921619,50.46073717948718,4033.0,8.302514
AC133550.2,ENSG00000260570,Gene Expression,GRCh38,False,False,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887
TUFM,ENSG00000178952,Gene Expression,GRCh38,False,False,False,4346,3.3683894,1.4743943,12.940705128205131,16815.0,9.730086
SH2B1,ENSG00000178188,Gene Expression,GRCh38,False,False,False,1620,0.44130608,0.3655497,67.54807692307692,2203.0,7.698029
AC133550.3,ENSG00000261766,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
ATP2A1,ENSG00000196296,Gene Expression,GRCh38,False,False,False,38,0.0076121795,0.007583353,99.23878205128204,38.0,3.6635616
ATP2A1-AS1,ENSG00000260442,Gene Expression,GRCh38,False,False,False,290,0.061698716,0.059870187,94.19070512820514,308.0,5.733341
RABEP2,ENSG00000177548,Gene Expression,GRCh38,False,False,False,2337,0.7588141,0.56463975,53.18509615384615,3788.0,8.239858
CD19,ENSG00000177455,Gene Expression,GRCh38,False,False,False,84,0.017427884,0.01727776,98.3173076923077,87.0,4.477337
NFATC2IP,ENSG00000176953,Gene Expression,GRCh38,False,False,False,1616,0.42808494,0.35633436,67.62820512820514,2137.0,7.667626
AC109460.2,ENSG00000260853,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC109460.1,ENSG00000260367,Gene Expression,GRCh38,False,False,False,77,0.01582532,0.015701406,98.45753205128204,79.0,4.3820267
SPNS1,ENSG00000169682,Gene Expression,GRCh38,False,False,False,2692,0.9230769,0.6539265,46.07371794871795,4608.0,8.435766
LAT,ENSG00000213658,Gene Expression,GRCh38,False,False,False,735,0.17227565,0.15894686,85.2764423076923,860.0,6.7580943
AC109460.4,ENSG00000261552,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC009093.2,ENSG00000260517,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
AC009093.1,ENSG00000259807,Gene Expression,GRCh38,False,False,False,43,0.009014423,0.008974035,99.1386217948718,45.0,3.8286414
AC009093.5,ENSG00000273582,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009093.4,ENSG00000260953,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC009093.6,ENSG00000277999,Gene Expression,GRCh38,False,False,False,50,0.010016026,0.009966198,98.99839743589743,50.0,3.9318256
NPIPB11,ENSG00000254206,Gene Expression,GRCh38,False,False,False,375,0.07932692,0.07633763,92.48798076923077,396.0,5.9839363
BOLA2,ENSG00000183336,Gene Expression,GRCh38,False,False,False,2007,0.5977564,0.4686004,59.79567307692308,2984.0,8.001355
SLX1B,ENSG00000181625,Gene Expression,GRCh38,False,False,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503
SULT1A4,ENSG00000213648,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
NPIPB12,ENSG00000169203,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
SPN,ENSG00000197471,Gene Expression,GRCh38,False,False,False,348,0.077123396,0.07429396,93.02884615384616,385.0,5.9558372
QPRT,ENSG00000103485,Gene Expression,GRCh38,False,False,False,2464,0.79507214,0.5850452,50.641025641025635,3969.0,8.286521
C16orf54,ENSG00000185905,Gene Expression,GRCh38,False,False,False,198,0.040865384,0.040052466,96.03365384615384,204.0,5.32301
AC009133.3,ENSG00000260719,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
ZG16,ENSG00000174992,Gene Expression,GRCh38,False,False,False,29,0.006209936,0.006190734,99.41907051282051,31.0,3.465736
KIF22,ENSG00000079616,Gene Expression,GRCh38,False,False,False,3240,1.4899839,0.91227627,35.09615384615385,7438.0,8.914492
AC009133.4,ENSG00000275857,Gene Expression,GRCh38,False,False,False,224,0.04667468,0.04561817,95.51282051282051,233.0,5.4553213
MAZ,ENSG00000103495,Gene Expression,GRCh38,False,False,False,4226,3.1620593,1.42601,15.344551282051277,15785.0,9.666879
AC009133.2,ENSG00000259952,Gene Expression,GRCh38,False,False,False,7,0.0016025641,0.0016012813,99.85977564102564,8.0,2.1972246
AC009133.1,ENSG00000238045,Gene Expression,GRCh38,False,False,False,1190,0.38762018,0.32759017,76.16185897435898,1935.0,7.5683794
PRRT2,ENSG00000167371,Gene Expression,GRCh38,False,False,False,149,0.030448718,0.029994356,97.01522435897436,152.0,5.030438
PAGR1,ENSG00000280789,Gene Expression,GRCh38,False,False,False,2092,0.64863783,0.4999494,58.09294871794872,3238.0,8.08302
MVP,ENSG00000013364,Gene Expression,GRCh38,False,False,False,3617,1.7015225,0.9938155,27.544070512820518,8494.0,9.047233
CDIPT,ENSG00000103502,Gene Expression,GRCh38,False,False,False,3054,1.1868991,0.7824846,38.82211538461539,5925.0,8.687105
AC120114.2,ENSG00000278713,Gene Expression,GRCh38,False,False,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574
SEZ6L2,ENSG00000174938,Gene Expression,GRCh38,False,False,False,1272,0.31470352,0.2736112,74.51923076923077,1571.0,7.360104
ASPHD1,ENSG00000174939,Gene Expression,GRCh38,False,False,False,126,0.025440706,0.025122477,97.47596153846155,127.0,4.8520303
KCTD13,ENSG00000174943,Gene Expression,GRCh38,False,False,False,983,0.23357372,0.20991541,80.30849358974359,1166.0,7.0621915
AC120114.1,ENSG00000247735,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
TMEM219,ENSG00000149932,Gene Expression,GRCh38,False,False,False,3903,2.1260016,1.1397548,21.814903846153843,10613.0,9.269929
TAOK2,ENSG00000149930,Gene Expression,GRCh38,False,False,False,1467,0.37820512,0.320782,70.61298076923077,1888.0,7.5438027
HIRIP3,ENSG00000149929,Gene Expression,GRCh38,False,False,False,1524,0.40564904,0.34049913,69.47115384615384,2025.0,7.6138186
